month,worker_id,market,revenue,revenue_minus_direct_costs
2024-10-01,ksYAYYEX2FM9qd4KefwTOZTOpdI=,new-york-city,4125,825
2024-10-01,2pzfz8TtlPUOXkRbu5r5ZAdnmZ8=,los-angeles,2647.5,581.5
2024-10-01,zKaNaABCr626z/fAwqO47Nuz16U=,washington-dc,3360,672
2024-10-01,QasfzJOvceJIexIZm1ePwfcK7Nc=,sf-bay-area,2583.5,230.7
2024-10-01,1rObss9sJk0VWR9M5zVCKoVnYCY=,sf-bay-area,375,75
2024-10-01,m7O4cePlqApou8KEGCquxnsL5fk=,sf-bay-area,1411.65,-163.35
2024-10-01,BgBEKVGvJBHtglIihQbhS5b/SUc=,sf-bay-area,4842,928
2024-10-01,QyBbi2pQPHCTc9+TTsASBYEajp4=,los-angeles,900,150
2024-10-01,cFQmlComgTT24IRbpvhcYv1b98A=,austin,932,202
2024-10-01,PN1iVQCO/USqOxA3KLMZwq1Mo44=,sf-bay-area,3213,535
2024-10-01,hXz33M1ca0+kNy3aAiGG/6K3in0=,austin,2197.5,447.5
2024-10-01,6jlUz8Q/QEawTKgtk3cP1WFu6fA=,los-angeles,4167.5,845.3
2024-10-01,SatK7PD+Li6Txtht39EJK7TytpE=,los-angeles,1991.39,433.278
2024-10-01,1Eg7SEDlSRIxKQOojNG96/uYyBw=,washington-dc,160,32
2024-10-01,f0GAkeqFI9JUGhWKXnx0HkRbU2s=,washington-dc,3542.25,686.45
2024-10-01,VT59gKRuLSTvh04puCXR2meiYzM=,sf-bay-area,4444,888.8
2024-10-01,TNuoTvClnCgZGDJJoITLNccQ7Dw=,los-angeles,250,50
2024-10-01,m/knF6Lc5T0PzLuVti8ExUKakcI=,sf-bay-area,0,0
2024-10-01,jE59hXWjMLf9On0yrN0drmAgY1Y=,other,181.25,6.25
2024-10-01,jE59hXWjMLf9On0yrN0drmAgY1Y=,los-angeles,3743.59,590.39
2024-10-01,MdPmeUP3C9mBN+9QIoiR62WQ64g=,sf-bay-area,745,99
2024-10-01,GomwdJnYOxhRBvpljMWJqXioS5U=,new-york-city,1950,390
2024-10-01,gNZxZtOCywAE+8kJ6XOf1/xtnkw=,washington-dc,2231,366.4
2024-10-01,hDRCQmSTLnyI4FRonlCeGk1EmZw=,new-york-city,3432,686.4
2024-10-01,4Z3Whhkl5A+my7rRB81QQlAJbOU=,los-angeles,1063.13,212.626
2024-10-01,lZS/cpzkD6F9oLC0cgGIa7mPQwM=,los-angeles,188.82,37.764
2024-10-01,Ckd1kmIIMwegPtt1JJUiIg2M2CQ=,new-york-city,1425,285
2024-10-01,XkEmALRZqCMoEVErpojro4rWgDk=,sf-bay-area,1230,246
2024-10-01,OB9MVBuSFBpUxC5SaQcdJvbEyMQ=,washington-dc,0,0
2024-10-01,TYqArnQB20BCcDaE6G5RNyP9Igg=,austin,375,75
2024-10-01,UUkYKVZEjRiCDSIjX6K+9vvpGSU=,los-angeles,216,56.0000088
2024-10-01,gsKzWLB+vLK5b5xJUs3/TZ5IEeI=,los-angeles,150,30
2024-10-01,cVhOrWLqRIG0U6jUhko+PT+tRX8=,los-angeles,94.41,18.882
2024-10-01,0WlUSshnAPNa6ydBKHVaBlyra+M=,sf-bay-area,337.5,67.5
2024-10-01,12B/bQH6OOs9A4ai7Vj8Ju0QCGw=,washington-dc,3325,665
2024-10-01,E4rXdv/uTNnR7WUEAxfo24sjFSI=,new-york-city,2343.75,468.75
2024-10-01,cLUR0UvbEq/8snKkJvvmwORiX4Q=,sf-bay-area,5250,1050
2024-10-01,CR7AQZKORl7u93g/11fIfACNwoc=,new-york-city,3432,686.4
2024-10-01,+eHtXAYUlEemvk5byCwG+aa+h1Y=,washington-dc,2824.5,490.1000132
2024-10-01,EhComws4uWX8y/UcgCYxu0JAKwQ=,los-angeles,1500,300
2024-10-01,IN7rWIJKOhkgZsgrb5QtukRYhGM=,los-angeles,3878.75,845.15
2024-10-01,NiFVG1V+zktejgYidl1RHEh5+QM=,los-angeles,5280,1232
2024-10-01,0KUP1fb3dVCnGcBBD/6dFpoQopU=,washington-dc,2625,525
2024-10-01,rA2bQOgfUfGdgJnvi8nzaSW0B0E=,los-angeles,1933.89,426.778
2024-10-01,vHImQaq9YDVJi3kmPGBTB6E9Eg0=,sf-bay-area,2267.2,373.2
2024-10-01,jyiX41eTnAcriiIdYj4lrXfW00I=,los-angeles,1165,233
2024-10-01,4OsVCQ0z7zPwgmHDm/qV3tlQsLM=,los-angeles,150,30
2024-10-01,vCJds+a0wbt8uJxYDYYUiMauRvo=,los-angeles,4820.8,1116.16
2024-10-01,exAeHeeZSSrecjFM3rlcbpMQSlA=,los-angeles,3608.83,788.23
2024-10-01,Uxa9TGI3jZA9meRb62AeeouOV2w=,los-angeles,1500,300
2024-10-01,I1CNN6wuhc22RmaYlbGHZkLF96g=,sf-bay-area,236.25,61.25
2024-10-01,22iFjI0UW3ToaqVoLzoIeh8tp0g=,los-angeles,4228.13,845.626
2024-10-01,qxQ1ISTW2fk/ADMWwyMOoCXN7bY=,austin,93.75,13.75
2024-10-01,PE4WUfKVZy2IxQ16uSiAoHpdwlM=,los-angeles,1875,375
2024-10-01,PE4WUfKVZy2IxQ16uSiAoHpdwlM=,los-angeles,430,86
2024-10-01,WVKnlpv/9VgzjepN0Jlt1MV/eAo=,sf-bay-area,1369.5,289.4999318
2024-10-01,WVKnlpv/9VgzjepN0Jlt1MV/eAo=,sf-bay-area,0,0
2024-10-01,ObSM/KBm4PC48L0XojPaOyelXEU=,los-angeles,1321.74,264.348
2024-10-01,svOZ0tFMENWGXqVzwm427UP6v1Q=,sf-bay-area,3000,560
2024-10-01,MrBu1ZuoUD5qzatarCNn8XykqKw=,new-york-city,2343.36,303.36
2024-10-01,XoixrLMWjyc5MRM/ODWnp10+5QY=,sf-bay-area,0,0
2024-10-01,wFpkqG7O6eDJWNxmwHxlDs5bHEs=,sf-bay-area,1448.51,289.702
2024-10-01,w5pbQer90z/inlpyb6vEqVfJsC4=,los-angeles,2725,577
2024-10-01,tAa1gHMbAPUDBFpnLpDxygctDIU=,sf-bay-area,3373.25,-71.75
2024-10-01,46lyhlhfE3QRiv3oRM34mzo0f1Q=,sf-bay-area,5007.25,990.25
2024-10-01,FOMtXG3WYCB9NU2+c/9P+T2R3Vw=,new-york-city,364.5,94.5
2024-10-01,mY/fdwM+IllF5IJ3ppwBwC6WWH4=,los-angeles,480,96
2024-10-01,QVI4yYD+S94QtprsaZfbtpTnEFw=,sf-bay-area,3565,463.45
2024-10-01,M1rqWXN4gbwvlfAnVAdPbY5TdTM=,los-angeles,6875,1604.166667
2024-10-01,yispRVo+OTFcrMlcUT6+G1UgjTg=,washington-dc,676.25,135.25
2024-10-01,zTA1dtcFXlH/mHUEbZ+fmnOCY9Q=,sf-bay-area,200,40
2024-10-01,r1azXQG2RZlJztE+6fjPaSywxls=,los-angeles,0,0
2024-10-01,dmx5pFXrfgAnXWTK/ZrzyDEadFk=,sf-bay-area,1687.5,337.5
2024-10-01,oUaX7Gey8H6kqNtUpAG9c/KRby8=,los-angeles,5312.5,1239.583333
2024-10-01,D3ArLKR5AsxROLPWuamZzYXsmHg=,sf-bay-area,428.25,73.1725
2024-10-01,qC5nBF4eDrLfFthNBlrr8p3F77c=,sf-bay-area,4478,907.6
2024-10-01,svCM64QvYKhqWVNd/QRbZwESERs=,los-angeles,487.82,97.564
2024-10-01,jMx17buTYjB55p+xDGo4HYtUuOc=,sf-bay-area,200,40
2024-10-01,+TbzdqKvciJcVjVURq284+NG/uA=,los-angeles,2385,525
2024-10-01,YYh8tGStoLRH6F7MFZ+a3Pegwrw=,new-york-city,405,105
2024-10-01,/o8KAJ2Hjv/r3hnpmD+i27gWlnQ=,los-angeles,3040,781.2
2024-10-01,uALbLQfCMJ60RDIhbPIzDcPSYvM=,los-angeles,2599.9,501.104
2024-10-01,0wt14L7XgaBjx0OwgiMCa3CYwXg=,new-york-city,3062.5,775.462963
2024-10-01,DFPupLvcDL/qSW5yNkrVqVMjS4k=,sf-bay-area,6210,1242
2024-10-01,nbTczP5/DuxKIkSfA/2VEV8m6BM=,new-york-city,3881.25,1006.25
2024-10-01,qm30QGNctbH2xzkwaAmjzP+18Jg=,los-angeles,168.75,43.75
2024-10-01,aVymPZ2Ipovv4Bhz03XcqdXLE8c=,los-angeles,4050,810
2024-10-01,jcaUsnkFfKTbhQudmrG1QbHURfo=,sf-bay-area,4500,900
2024-10-01,1LGmMrZmUWUWkQUylEWKH+kK2MA=,los-angeles,1276,294.8
2024-10-01,tOh90M6/Zhvga5ihlfmgXaYWYrg=,los-angeles,567,113.4
2024-10-01,x/JDoygRgzAUt50ltg04jWNwCu0=,sf-bay-area,114.4,11.44
2024-10-01,oDdVZtRhJ1JdGQNABF79I4519Cg=,sf-bay-area,3568.75,713.75
2024-10-01,HSMmOgfc9LIXZj16Z6no6X7ZS+Y=,sf-bay-area,4504.9,379.9
2024-10-01,vS7xDmm82diiNT7XSrxx+/ZgJTc=,washington-dc,2492,498.4
2024-10-01,u/zO5+FfV98laO/j9xvvvlHCvFg=,washington-dc,3229,645.8
2024-10-01,dOCS2PfZUY5I1C7LPix00QOOvdY=,los-angeles,3346.75,689.15
2024-10-01,fWGAMWl+ImNVAsx4jD4HtqDXu6U=,new-york-city,2217,531.6296296
2024-10-01,ZUvyKMH/TIiIkhGT+tMnRy+AgBg=,los-angeles,7187.5,1677.083333
2024-10-01,L7+ptf9Wi+Tdl3pas1lP2R1Q6Lw=,sf-bay-area,815,163
2024-10-01,0yFnT7cOMXgI80iAksnTgLrfOLM=,sf-bay-area,1000,200
2024-10-01,SfHAMg4TI7nSE3dGvkfy9P3uVTc=,sf-bay-area,2817.5,563.5
2024-10-01,lni8Dat/TTK+LXRDGtOuC/FLB+A=,new-york-city,3570.75,702
2024-10-01,JXEjXieJvnt3qMDhoVZl+Lu2j0c=,sf-bay-area,650,110
2024-10-01,wvvTYYZ/7C8BIU2YdQnMwO0vTyE=,sf-bay-area,390,58
2024-10-01,8hjFw13zROetLVN54HASnJMZse0=,los-angeles,1080,280.000044
2024-10-01,8hjFw13zROetLVN54HASnJMZse0=,los-angeles,984.25,196.85
2024-10-01,xGaFGVU526oXwDzLsfJCfNYNe4o=,sf-bay-area,2162,341
2024-10-01,D+//Tz0AOuvCMmMqvdAPDOuuMd4=,new-york-city,1741.5,451.5
2024-10-01,kaA1p337cm2rkJOG0bAmUKY+Byc=,los-angeles,175,35
2024-10-01,Z+gj07+wQbQinf9W70bCo6oG8Cs=,los-angeles,591.25,138.25
2024-10-01,yjLIYskSjh6gM3B3axAF3FK4Sx8=,los-angeles,328.13,40.6262963
2024-10-01,VUh7ZMewdSGk9h0tK0ioQ91Oxpc=,sf-bay-area,1528.25,220.31
2024-10-01,+gMxvSairw/3feAE6hqyccRfxAI=,los-angeles,1132.92,226.584
2024-10-01,nM/ap9CgyvrQIMWMKOAuhyC4zRw=,los-angeles,300,60
2024-10-01,F4x0yQh6R28juBVnpiNBWqHp7L0=,sf-bay-area,187.5,37.5
2024-10-01,awfebyqqymtHTdigDxUI6BUkBMk=,los-angeles,1429.75,204.75
2024-10-01,2BoPw9k+wbXqHTegyI8OAIROIWk=,sf-bay-area,1260.75,230.7456344
2024-10-01,mcEGETS4sr8aQFCKxm062l+JxRM=,los-angeles,2942.07,716.014
2024-10-01,8RtuPUho6WqT9th0BD3nBlFwjkI=,sf-bay-area,750,150
2024-10-01,olHqpZuCpCelN/QbdNruT7ubFqU=,sf-bay-area,5500,1100
2024-10-01,7SLB1IL3ToyqqUgiIyjb/cZD9gU=,new-york-city,0,0
2024-10-01,IevHzNB+cafpWyvgPt/cQYyjonE=,los-angeles,2307.5,466.5
2024-10-01,of4h04mwh+FGve624/MK7KCry8M=,sf-bay-area,277.05,55.41
2024-10-01,H9ShMl+Yk5PWgGipJP6ILu5t/tc=,los-angeles,667.5,149.5
2024-10-01,MR0dmk0XRbToyTLyxWk6T4xKgGI=,los-angeles,1476.32,305.264
2024-10-01,ztABpzvn1B6jAj8uxfuNKkJExO0=,los-angeles,0,0
2024-10-01,dFQ0z3KvRsoIoMD5wE9NPdMHepw=,sf-bay-area,1093.75,218.75
2024-10-01,tiO4mANsXqG8EyHmQgDu8NkdAvk=,sf-bay-area,4199,759.8
2024-10-01,uSkZJMCCIkdcJLx+t4cv5b80U7s=,sf-bay-area,4560,912
2024-10-01,UAJ5FbtjMQk7oVnyNtDPTEyiGII=,new-york-city,1080.25,216.05
2024-10-01,trIUQv8EGulOrXYUa6D2P3TLIPw=,washington-dc,3300,0
2024-10-01,TcqZ/eiUHR2eILvXnhGLDrDEYL4=,los-angeles,1692.09,368.418
2024-10-01,uJ91hEdRS7+Dasohg20pPswITho=,sf-bay-area,1987.125,397.1215812
2024-10-01,ADOSzUHGZ6vP+laPmk78IOfhUmU=,sf-bay-area,775,140
2024-10-01,JPPTe059B62cmF8r/ycncvt+/yc=,sf-bay-area,3702.5,636.5
2024-10-01,dt007nFwtG1QuZFqe7MpSmGK2CM=,sf-bay-area,1180.29,220.29
2024-10-01,jnVxmASXaSfA7siqIjnhA8pQ/T4=,los-angeles,3327.5,685.5
2024-10-01,MzXD2fC+10rMr2Rwkg7Qww+IYXs=,new-york-city,368.25,83.25
2024-10-01,KDY2AzaziPy8bXXQhswKF76WYTk=,new-york-city,569.52,-30.48
2024-10-01,GIbqa2mr1a3bpksKKSbdZyAynSk=,sf-bay-area,220,44
2024-10-01,wArWHoSKXYrVjp9sc++kdbSbUF8=,los-angeles,1733.75,311
2024-10-01,hTMRKvgPn3snVsGi9IQJjFJMGQY=,los-angeles,445,89
2024-10-01,U4lmJVwd6qvnCwL+LMG9ppNOPSI=,sf-bay-area,1000,200
2024-10-01,0BKYfaOEcQCZBi8zxdzD7w6B998=,sf-bay-area,1760.7,90.7
2024-10-01,L9hj7SdMi4B3021Fz723JbAj47s=,los-angeles,1122.5,234.5
2024-10-01,KXBoXQYTPKOoJyXYNV7K82ZH9m4=,sf-bay-area,2405,481
2024-10-01,xF8kYJACELDEHuS2kq/dKfreCzM=,washington-dc,450,0
2024-10-01,xAQO+UNC9AdGMOrb4YR6P7v6k4g=,sf-bay-area,125,25
2024-10-01,gNPo241a/EOWQdZ8DOCsuR4ahOg=,los-angeles,2992.5,628.5
2024-10-01,+fqeDQLe+irpE9BUtskezcsMYIk=,los-angeles,2315.5,463.1
2024-10-01,L6afCh/WaUtJ40XsmajmC6QnweY=,austin,1375,275
2024-10-01,U+KO1fuyYHg9ML2p08bp9JncnoE=,new-york-city,297,77.0000055
2024-10-01,tZ4myd7bnEPmyE2VH+O5hsovPEs=,los-angeles,702,106.8
2024-10-01,tZ4myd7bnEPmyE2VH+O5hsovPEs=,sf-bay-area,0,0
2024-10-01,2okGjdNt0/CeY6alp8IGGc/atN8=,new-york-city,121.5,36.5
2024-10-01,eStSGgCbO/23Fz6EMT8aLwbiZ9o=,sf-bay-area,2657,520.2
2024-10-01,BzkhvUMP45YNxZNmO9WewGnT6as=,sf-bay-area,1072.5,204.49875
2024-10-01,D+Bx73C8owTXZCA+ZIlV60BEIUY=,new-york-city,2400,480
2024-10-01,yUi254l+CHXmHga/TGMdJJZaV0I=,sf-bay-area,1787.45,346.255
2024-10-01,koGds1fB4xKc+c1giQmXhPD2aes=,los-angeles,2877.99,605.598
2024-10-01,k7QiDOqdjSTHvLp0n98Gtq0wye8=,los-angeles,4300,973.9
2024-10-01,vSa/yNjzkYTUeh1Z44CffZ/v2KY=,sf-bay-area,650,130
2024-10-01,70Ze1EVw7zH0QMVEeUz4h91q2B4=,sf-bay-area,875,175
2024-10-01,9NnO76UHh+ChpLUN+PeDq0Gr0Uw=,austin,362.5,62.5
2024-10-01,RFduJ7XzTtzW7+YFkS/FN+/bJtc=,sf-bay-area,1300.5,210.19
2024-10-01,btKt/0NZn0xELWgQ4QgReQZdYBg=,los-angeles,825,205
2024-10-01,Y5kZ3s4bbN2OGPjWDx+Ldy+LafA=,los-angeles,382.57,76.514
2024-10-01,RICSQDYnFdW8EO5o2ncuDCR1m6I=,los-angeles,2160,488
2024-10-01,ZokGKqPlwFbViQQFJl2MorvBegE=,sf-bay-area,2878.45,530.6900055
2024-10-01,o2S7pH+XSTvbgVqViN85yzYqo/o=,sf-bay-area,200,40
2024-10-01,PLNi8xXYmACsY/aubFRiyw4cYuk=,sf-bay-area,1613.5,297.745
2024-10-01,t+vuVYJrZ0Xcue8NmDr4lWx8vXg=,los-angeles,201.75,46.7500044
2024-10-01,cn53Td0A1DVKWcCDSqJfoC1Iygk=,sf-bay-area,2359.75,479.9500055
2024-10-01,/R9hEMIeEVVty1MrzE5NVWaGDRc=,other,0,0
2024-10-01,/R9hEMIeEVVty1MrzE5NVWaGDRc=,sf-bay-area,899.75,184.75
2024-10-01,E/ICaFgbSEe3JXU1NTgxVo9RqqE=,new-york-city,2375,475
2024-10-01,i/A2472p2StmFAYoGIlgL0Btexs=,los-angeles,387.5,77.5
2024-10-01,njbDwl7DaoITM8GK1VDiax6oelY=,new-york-city,3167,645.4296379
2024-10-01,XXgULP5GrxNhflHgt8oD86NsfYo=,los-angeles,500,100
2024-10-01,zygstTINMAiO76X+2kWRZOfVuqE=,new-york-city,754.59,72.29
2024-10-01,7gYvsA6jr8IoLow78syhl6jFLQM=,new-york-city,1875,375
2024-10-01,Y7pPddGBkNRml4/yqUX+569sV1Y=,other,168.75,43.75
2024-10-01,Y7pPddGBkNRml4/yqUX+569sV1Y=,los-angeles,1131.88,196.376
2024-10-01,Xcv/BSs6HjiSXmMeQAEuEip0CW0=,los-angeles,1204,240.8
2024-10-01,SR9V+/dUY5zs+d06cwisAzgaX7k=,los-angeles,0,0
2024-10-01,Xdi/5/TF+8sVNfJ3h0grpyKOvrI=,sf-bay-area,2761.25,566.25
2024-10-01,owtIBt5vBRNf76ZSj3bDC5GG7Gk=,new-york-city,2094,534
2024-10-01,sf4sq6TxtEiqmTABabJpz0xNAOM=,los-angeles,528.5,118.5000088
2024-10-01,ETGhtyMeZtslwMgOm7jP1Ak5TVE=,sf-bay-area,875,175
2024-10-01,9/OA+u/Dv47c6nQHQmzOkeZBBF0=,sf-bay-area,375,75
2024-10-01,vP2u5zHC7sr8S9FAsyYmec1emTs=,los-angeles,1360,303.6
2024-10-01,yxvo6/hTNyz4i8rxiHNcnr2q91w=,washington-dc,3862.5,772.5
2024-10-01,62Zl5NXyYqdgdnT4UK91BZSm+SA=,sf-bay-area,200,40
2024-10-01,FwdtxzhjxdB5qnYG1R1+yq1K5Oo=,los-angeles,427.5,93.5
2024-10-01,FwdtxzhjxdB5qnYG1R1+yq1K5Oo=,los-angeles,1218.75,253.75
2024-10-01,Vq8+gV59vVuNWP02vVNY31cqkDo=,los-angeles,2858.75,588.5
2024-10-01,y8FEIyY/3XyeAATpAWGv51fjf3s=,washington-dc,2050,410
2024-10-01,0Dbk8v7xOtczrV5p5R2D9kejxg4=,los-angeles,418.75,83.75
2024-10-01,DSSTCSCy4WubrcX3eowg2Lrf32w=,sf-bay-area,2114,397.8
2024-10-01,UzDyKaurXGaYXh8FN3UcS+kQZAQ=,sf-bay-area,212.5,42.5
2024-10-01,UzDyKaurXGaYXh8FN3UcS+kQZAQ=,sf-bay-area,2094,356.4
2024-10-01,ysopMVX7yiRVqSrvs7pPhNhdevU=,sf-bay-area,2152,118.7499318
2024-10-01,H7hRCuscJKMf85yIvxlpjuJPEbs=,sf-bay-area,1860.5,250.5
2024-10-01,E+U/nRwfGtRgG2daNiLaAIIIMRc=,sf-bay-area,2906.25,581.25
2024-10-01,oN95hk/Eymjuvd2oeEN+zdyRcLA=,sf-bay-area,2174.85,422.25
2024-10-01,nxrgvGF2hToUOzJltRFA5WWI240=,sf-bay-area,2878,537.6
2024-10-01,i2/Yu7gdt9clunH1+/2kRtoi8cw=,los-angeles,2350,470
2024-10-01,ch22FjdYkFwU0K94lYSS1wh1cxk=,new-york-city,2289,409.2
2024-10-01,EUfCIJxn6HVuTrcng5kIMBY3sII=,los-angeles,3956,791.2
2024-10-01,2+PT4zK6xzK5hRJO+g0KuDTu+qo=,los-angeles,2311.6,521.72
2024-10-01,f0/5nYSfCnHhA/HlZgDHrtfpi8c=,sf-bay-area,560.05,79.12772039
2024-10-01,yTXH0r1uSvKgDi/+d5DIHcIZbOY=,sf-bay-area,375,75
2024-10-01,7EXHH/Y3E1TwqMLT7Dhe+xoTYvg=,sf-bay-area,190,38
2024-10-01,s+L43e/egS7QWhbk4Fj6u9r4utI=,new-york-city,810,210
2024-10-01,N7RSNLKGBYj92F0f0G6NkKNBZqs=,los-angeles,2447.5,499.5
2024-10-01,Tmw07037HSpth9hRVasIzaNAgDo=,sf-bay-area,0,0
2024-10-01,misJy7T+aelzHcqh5rBvjXf1hwo=,sf-bay-area,5031.25,1006.25
2024-10-01,H45vgT7/yfcPdHYEoWpiEYrR0E4=,los-angeles,684,136.8
2024-10-01,H45vgT7/yfcPdHYEoWpiEYrR0E4=,sf-bay-area,1250,250
2024-10-01,DJeDcvQm7KsStoSekphfbfBN1ww=,sf-bay-area,629.37,30.874
2024-10-01,5Q4M4SPTUVqeqeieT3P0NDiU43M=,los-angeles,1800,360
2024-10-01,mx2MU/rMbP0CfwHT1OO9vgFLdik=,sf-bay-area,3500,700
2024-10-01,O/nRtFhCrNHNNvbfMT20a7pTQgg=,sf-bay-area,250,50
2024-10-01,RKrWUk5dPOddpefwBA/er68Ba00=,new-york-city,1092,218.4
2024-10-01,Pp5LyMRFv0HzA4Kz5HZjAxxDo/M=,sf-bay-area,500,100
2024-10-01,eR4bLP4XrKeJHnkAgQqqvC5DuZo=,sf-bay-area,200,40
2024-10-01,9Ir4x356OViFFBWZ+1gpKriv4nI=,los-angeles,1200,240
2024-10-01,gS8n/MCEDEN2f32Sr8wLiMI5thI=,new-york-city,607.5,0
2024-10-01,xParUlwnD25PwpopIHuXwgCSUGc=,new-york-city,300.75,41.25
2024-10-01,Cwe0inH6Ub+bwd0phuuIyxG/x7k=,new-york-city,125,25
2024-10-01,55Gal7bhhgkYsfJWdYZT3ZkEiy0=,new-york-city,2531.25,476.25
2024-10-01,m3cTASo85xG/cwg6jVeWFiKKeQE=,new-york-city,857.25,-177.7499926
2024-10-01,R+d83SjXjAz/WRc1en3YtCVw2q0=,sf-bay-area,2095,265
2024-10-01,Mnu8A/ephxYrmBfZoby/JnpWGfI=,new-york-city,400,80
2024-10-01,IDNQrGBfILiL3u4A/dYCLks2AF8=,new-york-city,2266.25,453.25
2024-10-01,Q6r4lIjCGUG6/G8oWK8vjrxO7b8=,washington-dc,470,75.2
2024-10-01,jqfNWeKWgu27qMjOvkahrihKiWQ=,sf-bay-area,970.95,9.94995555
2024-10-01,orYpDngj4DTETw6+ciKUZeVM80I=,new-york-city,1404,280.8
2024-10-01,NBj48jsMDTZxRPwcdjV7CezXUuI=,new-york-city,3432,686.4
2024-10-01,0YC3MoAKD9RCQ49Z6Ax0JE1jSnA=,los-angeles,742,148.4
2024-10-01,QkerSRvGXRRTz0yvUj1j43FAVXg=,sf-bay-area,2537.1,512.7
2024-10-01,ATMa0Vjj0F3ESkMh8/bZOjGsIyQ=,sf-bay-area,1402,280.4
2024-10-01,e05iXyjJYysq5PIVXS9K88otxHk=,los-angeles,168.75,43.75
2024-10-01,7Ys0D6fmABx5H+uESozab57nAwQ=,los-angeles,1302,260.4
2024-10-01,778rkQQCjeKdAqnYnAXHDSrnMjE=,new-york-city,1337.5,267.5
2024-10-01,6XAHA1DGv/H0/8IIBOMkJmqVTrk=,sf-bay-area,0,0
2024-10-01,fEO8UqUafCJ+Xw37/Y0tUkcsRVg=,sf-bay-area,1160,232
2024-10-01,jldoLWQslfe/JUS8IplawUOZf3A=,new-york-city,187.5,37.5
2024-10-01,cjReqD1HwcY63fpJ9pdUxUUBcAk=,sf-bay-area,3940.2,788.04
2024-10-01,M+iRYMJXm7kPk0EfA6cyr3e05d4=,new-york-city,261,61
2024-10-01,dkSKbC2n/QeMQh1hG+KeEV/RMbY=,minneapolis,12,-108
2024-10-01,+ouKlEssU9mHfWAyW8RuqhWq7iE=,new-york-city,1822.45,180.2500047
2024-10-01,u2/ku2QKRyHiOxdL7KuFVKo1VOk=,sf-bay-area,861.6,104.91
2024-10-01,E7OcL47fv5siH1XhuPCbu6NTMgc=,sf-bay-area,2016,403.2
2024-10-01,I/dQyY4TpnTkY51+rcTBikgJVHs=,sf-bay-area,200,40
2024-10-01,0Ubi8l4T6e3HaiAxntdaEncAZ1g=,sf-bay-area,3211.95,473.510625
2024-10-01,//kK7loiTp6HUSODcn0bTkvbrjM=,sf-bay-area,187.5,37.5
2024-10-01,qZIzBnRpW2zq1shvcSpNI6BhQNI=,new-york-city,2792.9,506.3296656
2024-10-01,cFEKo4MVyij2knYpgYaMrgAcfNE=,new-york-city,5550,1430.00022
2024-10-01,O8/HHeXQ4OhlBgU68hsypInIhkc=,other,0,0
2024-10-01,2jJLF5mTNOexY+j09EzsUIOn9Hk=,sf-bay-area,3668.755,568.7528125
2024-10-01,yUlLXnvUQ5kD60Rl/ggYcFoIWVM=,sf-bay-area,4242,848.4
2024-10-01,uxz4RjBLiiqRa9NwBjWK0gAZMWA=,new-york-city,2652,530.4
2024-10-01,QpzCA2CMmOv9Q/WJRJFws6kCgz4=,new-york-city,243,0
2024-10-01,iaUw41txe8ep5POp2VkLX+XpRoY=,los-angeles,216,56.0000088
2024-10-01,Z10GVdBXuclyx5J/7iB55cy+/UA=,new-york-city,225,45
2024-10-01,3ZDClCJdxTfRg3xYk0oUFAuFCFc=,sf-bay-area,587.5,42.5
2024-10-01,oC8lGVnX6P508rpbm6y+WVBjlng=,sf-bay-area,1480,296
2024-10-01,3LLyJIPxYGDY3BsMwncku0W41xM=,sf-bay-area,4713.75,942.75
2024-10-01,GAc9HfHbxkXeMvxnJQWIMCIrleM=,new-york-city,1967.75,502.75
2024-10-01,tjPBDXc7sx6+bovFToi2f9uMAyU=,sf-bay-area,1399.8,255.96
2024-10-01,K/iJPFOfAMT6EQD7d34lQwiMRNE=,sf-bay-area,531.25,21.25
2024-10-01,TTs0INQMIyYl3fFMMu7Gpz9Y0aE=,los-angeles,1447,309.3999125
2024-10-01,2QrnEKiyultDbbC2yoNPYSNuvSc=,minneapolis,156.25,31.25
2024-10-01,m4Iicw2tfFN08laEf6b5TJLxzBY=,new-york-city,2405.5,565.9
2024-10-01,kSqBTCE1z2KUHiVuD+wUBvw7C6I=,sf-bay-area,999.75,199.95
2024-10-01,N/5w3MzUqYwoh20IhEh3DsH3K6Y=,los-angeles,178,35.6
2024-10-01,N/5w3MzUqYwoh20IhEh3DsH3K6Y=,sf-bay-area,1688,337.6
2024-10-01,tO/ub7LS/1+aKSswx3fZE7A8mUA=,sf-bay-area,640,128
2024-10-01,7Y9/JZG1/xBThKRLC8L+Tn1JoJw=,sf-bay-area,2623.45,524.69
2024-10-01,Dbi1+JmvcnokiMtiiDLLoAzHcys=,sf-bay-area,679.5,65.9
2024-10-01,mNYXIulzysh/ioOy4wgRJw2VcjI=,sf-bay-area,3957.5,791.5
2024-10-01,XFc1xsAbVkHIRmslxRcgkF8PM3k=,sf-bay-area,698.5,168.5
2024-10-01,XFc1xsAbVkHIRmslxRcgkF8PM3k=,sf-bay-area,2481.25,446.25
2024-10-01,w4OKh+Sqt2ZyxHmv5ZEvyQ8ykZk=,sf-bay-area,6917,1383.4
2024-10-01,bU0b8H9chH9Zmznkaig1flaiJjM=,sf-bay-area,1981.8,396.36
2024-10-01,UhkD8lcBiUfI5ZFDFSUqcRYSNMo=,new-york-city,775,155
2024-10-01,/0+702lQZPmFtbW6w/uUXM0oL0o=,los-angeles,407.33,81.466
